,movie_id,title,genres,poster_url
59,120,Race the Sun (1996),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/120.jpg?raw=true
60,122,Boomerang (1992),Comedy|Romance,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/122.jpg?raw=true
61,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/124.jpg?raw=true
62,126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/126.jpg?raw=true
63,128,Jupiter's Wife (1994),Documentary,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/128.jpg?raw=true
64,130,Angela (1995),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/130.jpg?raw=true
65,132,Jade (1995),Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/132.jpg?raw=true
66,134,Sonic Outlaws (1995),Documentary,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/134.jpg?raw=true
67,136,From the Journals of Jean Seberg (1995),Documentary,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/136.jpg?raw=true
68,138,"Neon Bible, The (1995)",Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/138.jpg?raw=true
69,140,Up Close and Personal (1996),Drama|Romance,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/140.jpg?raw=true
70,142,Shadows (Cienie) (1988),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/142.jpg?raw=true
71,144,"Brothers McMullen, The (1995)",Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/144.jpg?raw=true
72,146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/146.jpg?raw=true
73,148,"Awfully Big Adventure, An (1995)",Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/148.jpg?raw=true
74,150,Apollo 13 (1995),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/150.jpg?raw=true
75,152,"Addiction, The (1995)",Horror,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/152.jpg?raw=true
76,154,Belle de jour (1967),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/154.jpg?raw=true
77,156,Blue in the Face (1995),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/156.jpg?raw=true
78,158,Casper (1995),Adventure|Children's,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/158.jpg?raw=true
79,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/160.jpg?raw=true
80,162,Crumb (1994),Documentary,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/162.jpg?raw=true
81,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/164.jpg?raw=true
82,166,"Doom Generation, The (1995)",Comedy|Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/166.jpg?raw=true
83,168,First Knight (1995),Action|Adventure|Drama|Romance,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/168.jpg?raw=true
84,170,Hackers (1995),Action|Crime|Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/170.jpg?raw=true
85,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/172.jpg?raw=true
86,174,Jury Duty (1995),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/174.jpg?raw=true
87,176,Living in Oblivion (1995),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/176.jpg?raw=true
88,178,Love & Human Remains (1993),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/178.jpg?raw=true
89,180,Mallrats (1995),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/180.jpg?raw=true
90,182,Moonlight and Valentino (1995),Drama|Romance,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/182.jpg?raw=true
91,184,Nadja (1994),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/184.jpg?raw=true
92,186,Nine Months (1995),Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/186.jpg?raw=true
93,188,"Prophecy, The (1995)",Horror,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/188.jpg?raw=true
94,190,Safe (1995),Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/190.jpg?raw=true
95,192,"Show, The (1995)",Documentary,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/192.jpg?raw=true
96,194,Smoke (1995),Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/194.jpg?raw=true
97,196,Species (1995),Horror|Sci-Fi,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/196.jpg?raw=true
98,198,Strange Days (1995),Action|Crime|Sci-Fi,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/198.jpg?raw=true
99,200,"Tie That Binds, The (1995)",Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/200.jpg?raw=true
100,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/2019.jpg?raw=true
101,318,"Shawshank Redemption, The (1994)",Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/318.jpg?raw=true
102,858,"Godfather, The (1972)",Action|Crime|Drama,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/858.jpg?raw=true
103,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/745.jpg?raw=true
104,527,Schindler's List (1993),Drama|War,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/527.jpg?raw=true
105,1148,"Wrong Trousers, The (1993)",Animation|Comedy,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/1148.jpg?raw=true
106,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/922.jpg?raw=true
107,1198,Raiders of the Lost Ark (1981),Action|Adventure,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/1198.jpg?raw=true
108,904,Rear Window (1954),Mystery|Thriller,https://github.com/arnabsaha16/movie-recommender-psl/blob/main/904.jpg?raw=true
